chunk_id,text,grade,subject,concept_id
C42,"HHooww mmaannyy hhoouurrss iinn aa ddaayy?? Look at the picture below. It shows the time spent on different activities by a doctor. Write the number of hours spent on each activity in the space provided. Then, find the total number of hours between 6 o’clock morning to 6 o’clock evening and 6 o’clock morning of the next day. Wakes up 6 o’clock morning Leaves for ......Hrs hospital 5:00 6:00 7:00 ......Hrs Reaches 8:00 hospital 4:00 Cooks and gets ready 9:00 3:00 to go to ......Hrs Hospital 10:00 2:00 ......Hrs 11:00 1:00 Sleeps Stays at 12 12 o’clock 12:00 Hospital 12:00 o’clock midnight noon 11:00 1:00 Dinner e m ......Hrs 10:00 9:00 a T n V d S p e n di w n g it h ti c hil d r e n C o o ki n g g n it s e R e m it 3:00 2:00 8:00 4:00 7:00 5:00 ......Hrs 6:00 Leaves for home ......Hrs ......Hrs .....Hrs Reaches 6 o’clock evening home The total number of hours is ________ . Note for Teachers: Help the children count the duration of the activities in the picture given above and find the total number of hours in a day. 178 Reprint 2026-27 CChhaapptteerr 1122..iinndddd 117788 33//2266//22002255 44::1166::5533 PPMM",4,Math,M414
C43,In both the pictures we see 8:00 on the clock. But one is morning and the other is night time. We add AM and PM to show this difference. 8:00 AM 8:00 PM Digital clocks help us read the time more clearly. 08:00 20:00 Read the following table and see how we read and write time using AM/PM and the digital clock. Discuss what you notice about the two different ways. Note for Teacher: Help children understand the difference between AM and PM and how it eases communication about time among people. You may seek children’s routine experiences and associate them with AM and PM. You may draw their attention to the 24-hour clock and how it shows time and make children practice reading and writing it. 179 Reprint 2026-27 CChhaapptteerr 1122..iinndddd 117799 33//2266//22002255 44::1166::5544 PPMM,3,Math,M315
C44,Fill in the blanks by writing time in the appropriate format. Time in AM/PM Time in the digital clock 0o:00 12:00 AM 00:00 hours 1:00 AM 1:00 hours 3:00 AM 3:00 hours 7:15 AM 7:15 hours 9:45 AM ______ hours ______ 11:20 hours 12:00 PM 12:00 hours 1:00 PM 13:00 hours 3:00 PM ______ hours 5:20 PM ______ hours ______ 20:00 hours 11:45 PM 23:45 hours 180 Reprint 2026-27 CChhaapptteerr 1122..iinndddd 118800 33//2266//22002255 44::1166::5544 PPMM,3,Math,M315
C45,HHoouurrss aanndd mmiinnuutteess Raghav brings milk from the market every morning. 8:20 8:35 Raghav leaves home at 8:20 AM and returns back at 8:35 AM. How much time has he taken? ________ Let Us Do 1. Show the appropriate times on the clock as per instructions. a) Raghav started doing his homework at 10:20 AM. He took 25 minutes to finish it. Show the time that he finished his homework. Time after 25 minutes b) Muneera starts reading a story at 4:15 PM. She finishes reading it in 45 minutes. Show the time that she finished reading the story. Time after 45 minutes 181 Reprint 2026-27 CChhaapptteerr 1122..iinndddd 118811 33//2266//22002255 44::1166::5555 PPMM,4,Math,M414
C46,"c) Akira leaves for school at 8:00 AM. She reaches school in 15 minutes. me after 15 minutes me after 15 minutes me after 20 minutes me after 10 minutes Ti Ti Ti Ti Finishes Dance Starts for Reaches Break ends at school practice ends school at school at ______AM assembly at 8:00 AM ______AM ______AM ______AM Akira has spent one hour No, she has spent 60 minutes. from 8:00 AM to 9:00 AM. Who do you think is correct? Is there any relation between 1 hour and 60 minutes? Observe the shaded portions Quarter or Three Quarters or One hour Half hour = 1 3 (1 hour) = ____ minutes of an hour= of an hour= ____ 4 4 60 minutes 15 minutes minutes 182 Reprint 2026-27 CChhaapptteerr 1122..iinndddd 118822 33//2266//22002255 44::1166::5555 PPMM",3,Math,M315
C47,"Find out how much time you take to a) boil milk b) fill water from tap in a bucket What activities can you do in 5 minutes? Let Us Check Three friends read time from a clock. Who is right? Discuss the error and explain how one reads the clock correctly. Raghu Raghav Rani 12:04 12:20 04:00 07:07 07:25 05:35 03:07 03:35 07:15 Note for Teachers: Help children figure out the connection between a half hour, a quarter hour, 30 min and 15 min. 183 Reprint 2026-27 CChhaapptteerr 1122..iinndddd 118833 33//2266//22002255 44::1166::5555 PPMM",4,Math,M414
C48,"      • A fraction is a number representing a part of a whole. This whole may be a single object or a group of objects. • A fraction whose numerator is less than the denominator is called a proper fraction, otherwise it is called an improper fraction. 5 4 1 3 ,8 ,2 • Numbers of the type etc. are called mixed fractions 7 9 5 (numbers). • An improper fraction can be converted into a mixed fraction and vice versa. • Fractions equivalent to a given fraction can be obtained by multiplying or dividing its numerator and denominator by a non- zero number. • A fraction in which there is no common factor, except 1, in its numerator and denominator is called a fraction in the simplest or lowest form. • Fractions with same denominators are called like fractions and if the denominators are different, then they are called unlike fractions. • Fractions can be compared by converting them into like fractions and then arranging them in ascending or descending order. • Addition (or subtraction) of like fractions can be done by adding (or subtracting) their numerators. 11.4.2018",4,Math,M408
C49,"UNIT-4 • Addition (or subtraction) of unlike fractions can be done by converting them into like fractions. • Fractions with denominators 10,100, etc. can be written in a form, using a decimal point, called decimal numbers or decimals. • Place value of the place immediately after the decimal point (i.e. 1 1 tenth place) is , that of next place (i.e. hundredths place) is 10 100 and so on. • Fractions can be converted into decimals by writing them in the form with denominators 10,100, and so on. Similarly, decimals can be converted into fractions by removing their decimal points and writing 10,100, etc in the denominators, depending upon the number of decimal places in the decimals. • Decimal numbers can be compared using the idea of place value and then can be arranged in ascending or descending order. • Decimals can be added (or subtracted) by writing them with equal number of decimal places. • Many daily life problems can be solved by converting different units of measurements such as money, length, weight, etc. in the decimal form and then adding (or subtracting) them. (B) Solved Examples In examples 1 and 2, write the correct answer from the given four options: Example 1. Which of the following fractions is the smallest? 11 11 11 11 (A) (B) (C) (D) 9 7 10 6 Solution: Answer is (C) Example 2: 0.7625 lies between (A) 0.7 and 0.76 (B) 0.77 and 0.78 (C) 0.76 and 0.761 (D) 0.76 and 0.763 Solution: Answer is (D) 54 EXEMPLAR PROBLEMS 11.4.2018",5,Math,M508
C50,"MATHEMATICS Example 3: Fill in the blanks so that the statement is true: Decimal 8.125 is equal to the fraction ________. 65 1 8125 8 Solution: or (because 8.125 = ) 8 8 1000 Example 4: Fill in the blanks so that the statement is true: 6.45 – 3.78 = _________. Solution: 2.67 Example 5: State true or false: 2 14 The fraction is equal to 14.2. 5 2 14 Solution: False [Hint: = 14.2] 10 Example 6: Fill in the blanks using > or < : 8 16 – 45 89 8 8×2 16 = = Solution: 45 45×2 90 16 16 8 16 < < Now, , so, 90 89 45 89 Another method: 8 × 89 = 712 and 16 × 45 =720 8 16 < As 712 < 720, therefore 45 89 12 Example 7: Express as a decimal. 25 12 12×4 = Solution: 25 25×4 48 = = 0.48 100 Example 8: Convert 5809g to kg. 5809 Solution: Since 1000g = 1kg, therefore, 5809g = kg 1000 = 5.809kg. FRACTIONS AND DECIMALS 55 11.4.2018",5,Math,M508
C51," Example 9: Round off 87.952 to tenths place. Solution: For rounding off to tenths place, we look at the hundredths place. Here the digit is 5. So, the digit at the tenths place (9) will be increased by 1 (i.e., it will become 9 + 1) Hence, rounding off 87.952 to tenths place, we get 88.0 (Note: Do not write it as 88.) 3 5 5 Example 10: Add the fractions and 8 16 3 5 43 5 5 + + Solution: = 8 16 8 16 43×2 5 86 5 = + + 8×2 16 = 16 16 86+5 91 11 = = = 5 16 16 16 Example 11: What should be added to 37.28 to obtain 46.8? Solution: Here, we want to fill in the box in 37.28 + = 46.8. For this, We will have to find 46.8 – 37.28. We perform this operation as follows by writing the two numbers having equal number of decimal places: (Since 46.8 = 46.80) 46.80 – 37.28 Hence, the required number to be added 9.52 to 37.28 is 9.52. Example 12: Arrange the following in ascending order. 2.2, 2.023, 2.0226, 22.1, 20.42 Solution: We have to arrange them from the smallest to the greatest number. We arrange them as follows (using the idea of place value and comparing their digits at different places); 2.0226, 2.023, 2.2, 20.42, 22.1 (Note: Using the < sign, these numbers can also be written as 2.0226 < 2.023 < 2.2 < 20.42 < 22.1.)   11.4.2018",5,Math,M508
C52,"MATHEMATICS Example 13: Gorang purchased 2kg 280g apples, 3kg 375g bananas, 225g grapes and 5kg 385g oranges. Find the total weight of the fruits purchased by Gorang in kg. Solution: Weight of apples = 2kg 280g = 2280g (Since 1kg = 1000g) Weight of bananas = 3kg 375g = 3375g Weight of grapes = 225g Weight of oranges = 5kg 385g = 5385g Total weight = 2280g + 3375g + 225g + 5385g 2280g + 3375g + 225g + 5385g 11265 11265g Thus, total weight = 11265g = kg 1000 = 11.265kg i.e. 11kg 265g Example 14: What is wrong in the following? 7 5 7 + 5 12 + = = = 2 4 2 4 + 2 6 7 5 7 +5 + = Solution: Writing 4 2 4 + 2 is wrong. It should be as follows: 7 5 7 10 + = + (Converting into like fractions) 4 2 4 4 7 +10 17 = (Only numerators are added) 4 4 (C) Exercise In questions 1 to 20, out of the four options, only one answer is correct. Choose the correct answer. 4 1. The fraction which is not equal to is 5 40 12 16 9 (A) (B) (C) (D) 50 15 20 15 FRACTIONS AND DECIMALS 57 11.4.2018",4,Math,M408
C53,"UNIT-4 5 2. The two consecutive integers between which the fraction lies are 7 (A) 5 and 6 (B) 0 and 1 (C) 5 and 7 (D) 6 and 7 1 3. When is written with denominator as 12, its numerator is 4 (A) 3 (B) 8 (C) 24 (D) 12 4. Which of the following is not in the lowest form? 7 15 13 27 (A) (B) (C) (D) 5 20 33 28 5 20 = 5. If , then value of p is 8 p (A) 23 (B) 2 (C) 32 (D) 16 6. Which of the following is not equal to the others? 6 12 15 18 (A) (B) (C) (D) 8 16 25 24 7. Which of the following fractions is the greatest? 5 5 5 5 (A) (B) (C) (D) 7 6 9 8 8. Which of the following fractions is the smallest? 7 9 3 5 (A) (B) (C) (D) 8 8 8 8 4 15 9. Sum of and is 17 17 19 11 19 2 (A) (B) (C) (D) 17 17 34 17 5 19 10. On subtracting from , the result is 9 9 24 14 14 14 (A) (B) (C) (D) 9 9 18 0 11. 0.7499 lies between (A) 0.7 and 0.74 (B) 0.75 and 0.79 (C) 0.749 and 0.75 (D) 0.74992 and 0.75 58 EXEMPLAR PROBLEMS 11.4.2018",4,Math,M408
C54,"MATHEMATICS 12. 0. 023 lies between (A) 0.2 and 0.3 (B) 0.02 and 0.03 (C) 0.03 and 0.029 (D) 0.026 and 0.024 11 13. can be expressed in the form 7 1 1 4 1 7 4 1 11 (A) (B) (C) (D) 4 7 7 7 4 5 14. The mixed fraction can be expressed as 7 33 39 33 39 (A) (B) (C) (D) 7 7 4 4 15. 0.07 + 0.008 is equal to (A) 0.15 (B) 0.015 (C) 0.078 (D) 0.78 16. Which of the following decimals is the greatest? (A) 0.182 (B) 0.0925 (C) 0.29 (D) 0.038 17. Which of the following decimals is the smallest? (A) 0.27 (B) 1.5 (C) 0.082 (D) 0.103 18. 13.572 correct to the tenths place is (A) 10 (B) 13.57 (C) 14.5 (D) 13.6 19. 15.8 – 6.73 is equal to (A) 8.07 (B) 9.07 (C) 9.13 (D) 9.25 20. The decimal 0.238 is equal to the fraction 119 238 119 119 (A) (B) (C) (D) 500 25 25 50 In questions 21 to 44, fill in the blanks to make the statements true: 21. A number representing a part of a _________ is called a fraction. 22. A fraction with denominator greater than the numerator is called a _________ fraction. 23. Fractions with the same denominator are called _________ fractions. 5 13 24. is a _________ fraction. 18 FRACTIONS AND DECIMALS 59 11.4.2018",4,Math,M408
C55,"UNIT-4 18 7 25. is an ______ fraction. 26. is a ______ fraction. 5 19 5 3 27. and are ______ proper fractions. 8 8 6 6 28. and are ______ proper fractions. 11 13 6 29. The fraction in simplest form is ______. 15 17 30. The fraction in simplest form is ______. 34 18 90 31. and are proper, unlike and ______ fractions. 135 675 2 8 32. is equal to the improper fraction ______. 7 87 33. is equal to the mixed fraction ______. 7 2 6 9+ + 34. is equal to the decimal number ______. 10 100 35. Decimal 16.25 is equal to the fraction ______. 7 36. Fraction is equal to the decimal number ______. 25 17 41 67 24 + − 37. = ______. 38. = ______. 9 9 14 14 17 1 1 5 +3 9 − 39. = ______. 40. = ______. 2 2 4 4 41. 4.55 + 9.73 = ______. 42. 8.76 – 2.68 = ______. 43. The value of 50 coins of 50 paisa = Rs ______. 44. 3 Hundredths + 3 tenths = ______. In each of the questions 45 to 65, state whether the statement is true or false: 45. Fractions with same numerator are called like fractions. 18 46. Fraction is in its lowest form. 39 60 EXEMPLAR PROBLEMS 11.4.2018",4,Math,M408
C56,"MATHEMATICS 15 45 47. Fractions and are equivalent fractions. 39 117 48. The sum of two fractions is always a fraction. 49. The result obtained by subtracting a fraction from another fraction is necessarily a fraction. 50. If a whole or an object is divided into a number of equal parts, then each part represents a fraction. 51. The place value of a digit at the tenths place is 10 times the same digit at the ones place. 1 52. The place value of a digit at the hundredths place is times the 10 same digit at the tenths place. 53. The decimal 3.725 is equal to 3.72 correct to two decimal places. 25 54. In the decimal form, fraction = 3.125. 8 2 23 55. The decimal 23.2 = 5 56. The fraction represented by the 3 shaded portion in the adjoining figure is . 8 57. The fraction represented by the 5 unshaded portion in the adjoining figure is . 9 25 6 31 8 8 8 + = – = 58. 59. 19 19 38 18 15 3 7 11 3 + = 60. 61. 3.03 + 0.016 =3.019 12 12 2 16 13 > 62. 42.28 – 3.19 = 39.09 63. 25 25 64. 19.25 < 19.053 65. 13.730 = 13.73 In each of the questions 66 to 71, fill in the blanks using ‘>’, ‘<’ or ‘=’ : 11 14 8 95 ... ... 66. 67. 16 15 15 14 FRACTIONS AND DECIMALS 61 11.4.2018",4,Math,M408
C57,"UNIT-4 12 32 68. ... 69. 3.25...3.4 75 200 18 25 ...1.3 6.25... 70. 71. 15 4 72. Write the fraction represented by the shaded portion of the adjoining figure: 73. Write the fraction represented by the unshaded portion of the adjoining figure: 74. Ali divided one fruit cake equally among six persons. What part of the cake he gave to each person? 75. Arrange 12.142, 12.124, 12.104, 12.401 and 12.214 in ascending order. 76. Write the largest four digit decimal number less than1using the digits 1, 5, 3 and 8 once. 77. Using the digits 2, 4, 5 and 3 once, write the smallest four digit decimal number. 11 78. Express as a decimal. 20 2 6 79. Express as an improper fraction. 3 2 3 80. Express as a decimal. 5 81. Express 0.041 as a fraction. 82. Express 6.03 as a mixed fraction. 83. Convert 5201g to kg. 62 EXEMPLAR PROBLEMS 11.4.2018",4,Math,M408
C58,"MATHEMATICS 84. Convert 2009 paise to rupees and express the result as a mixed fraction. 85. Convert 1537cm to m and express the result as an improper fraction. 86. Convert 2435m to km and express the result as mixed fraction. 2 3 1 5 , , 87. Arrange the fractions and in ascending order. 3 4 2 6 6 7 4 3 , , 88. Arrange the fractions and in descending order. 7 8 5 4 3 89. Write as a fraction with denominator 44. 4 5 90. Write as a fraction with numerator 60. 6 129 91. Write as a mixed fraction. 8 92. Round off 20.83 to nearest tenths. 93. Round off 75.195 to nearest hundredths. 94. Round off 27.981 to nearest tenths. 3 2 95. Add the fractions and . 8 3 3 3 6 96. Add the fractions and . 8 4 1 1 97. Subtract from . 6 2 1 100 8 98. Subtract from . 3 9 1 1 1 6 99. Subtract from . 4 2 1 1 1 6 100. Add and . 4 2 1 3 6 8 101. Katrina rode her bicycle km in the morning and km in the 2 4 evening. Find the distance travelled by her altogether on that day. FRACTIONS AND DECIMALS 63 11.4.2018",4,Math,M408
C59,"UNIT-4 102. A rectangle is divided into certain number of equal parts. If 16 of the 1 parts so formed represent the fraction , find the number of parts 4 in which the rectangle has been divided. 9 11 103. Grip size of a tennis racquet is cm. Express the size as an 80 improper fraction. 1 104. On an average of the food eaten is turned into organism’s own 10 body and is available for the nextlevel of consumer in a food chain. What fraction of the food eaten is not available for the next level? 105. Mr. Rajan got a job at the age of 24 years and he got retired from the job at the age of 60 years. What fraction of his age till retirement was he in the job? 106. The food we eat remains in the stomach for a maximum of 4 hours. For what fraction of a day, does it remain there? 107. What should be added to 25.5 to get 50? 108. Alok purchased 1kg 200g potatoes, 250g dhania, 5kg 300g onion, 500g palak and 2kg 600g tomatoes. Find the total weight of his purchases in kilograms. 109. Arrange in ascending order: 0.011, 1.001, 0.101, 0.110 110. Add the following: 20.02 and 2.002 111. It was estimated that because of people switching to Metro trains, about 33000 tonnes of CNG, 3300 tonnes of diesel and 21000 tonnes of petrol was saved by the end of year 2007. Find the fraction of : (i) the quantity of diesel saved to the quantity of petrol saved. (ii) the quantity of diesel saved to the quantity of CNG saved. 64 EXEMPLAR PROBLEMS 11.4.2018",4,Math,M408
C60,"MATHEMATICS 112. Energy content of different foods are as follows: Food Energy Content per kg. Wheat 3.2 Joules Rice 5.3 Joules Potatoes (Cooked) 3.7 Joules Milk 3.0 Joules Which food provides the least energy and which provides the maximum? Express the least energy as a fraction of the maximum energy. 1 113. A cup is full of milk. What part of the cup is still to be filled by 3 milk to make it full? 1 3 3 1 114. Mary bought m of lace. She used m of lace for her new dress. 2 4 How much lace is left with her? 115. When Sunita weighed herself on Monday, she found that she had 1 3 1 46 gained 5kg. Earlier her weight was kg. What was her weight 4 8 on Monday? 1 3 12 14 116. Sunil purchased litres of juice on Monday and litres of juice 2 4 on Tuesday. How many litres of juice did he purchase together in two days? 3 1 2 5 117. Nazima gave litres out of the litres of juice she purchased to 4 2 her friends. How many litres of juice is left with her? 1 150 118. Roma gave a wooden board of length cm to a carpenter for 4 1 40 making a shelf. The Carpenter sawed off a piece of cm from it. 5 What is the length of the remaining piece? FRACTIONS AND DECIMALS 65 11.4.2018",5,Math,M505
C61,UNIT-4 1 1 3 1 119. Nasir travelled km in a bus and then walked km to reach a 2 8 town. How much did he travel to reach the town? 3 3 120. The fish caught by Neetu was of weight kg and the fish caught by 4 1 2 Narendra was of weight kg. How much more did Neetu’s fish 2 weigh than that of Narendra? 3 1 121. Neelam’s father needs m of cloth for the skirt of Neelam’s new 4 1 dress and m for the scarf. How much cloth must he buy in all? 2 122. What is wrong in the following additions? (a) (b) 1 2 1 8 =8 6 2 4 2 1 1 1 +4 =4 +2 4 4 4 3 2 1 =12 =8 =8 8 6 3 123. Which one is greater? 1 metre 40 centimetres + 60 centimetres or 2.6 metres. 124. Match the fractions of Column I with the shaded or marked portion of figures of Column II: Column I Column II 6 (i) (A) 4 6 (ii) (B) 10 66 EXEMPLAR PROBLEMS 11.4.2018,5,Math,M505
C62," 6 (iii) (C) 6 6 (iv) (D) 16 (E) 125. Find the fraction that represents the number of natural numbers to total numbers in the collection 0, 1, 2, 3, 4, 5. What fraction will it be for whole numbers? 126. Write the fraction representing the total number of natural numbers in the collection of numbers –3, – 2, –1, 0, 1, 2, 3. What fraction will it be for whole numbers? What fraction will it be for integers? 7 2 127. Write a pair of fractions whose sum is and difference is . 11 11 128. What fraction of a straight angle is a right angle? 129. Put the right card in the right bag. Cards Bags 3 (i) 7 4 (ii) 4   11.4.2018",4,Math,M406
C63, 9 (iii) 8 8 (iv) 9 5 (v) 6 6 (vi) 11 18 (vii) 18 19 (viii) 25 2 (ix) 3 13 (x) 17   Activity: Find the number of boys and girls in your school and write: (i) The fraction representing boys among the total students (ii) The fraction representing girls among the total students (iii) check that the sum of two fractions in (i) and (ii) is 1.   11.4.2018,4,Math,M406
C64,"3 NUMBER PLAY Numbers are used in different contexts and in many different ways to organise our lives. We have used numbers to count, and have applied the basic operations of addition, subtraction, multiplication and division on them, to solve problems related to our daily lives. In this chapter, we will continue this journey, by playing with numbers, seeing numbers around us, noticing patterns, and learning to use numbers and operations in new ways. Think about various situations where we use numbers. Math List five different situations in which numbers are used. See what Talk your classmates have listed, share, and discuss. 3.1 Numbers can Tell us Things What are these numbers telling us? Some children in a park are standing in a line. Each one says a number. What do you think these numbers mean? The children now rearrange themselves, and again each one says a number based on the arrangement. Reprint 2026-27 Chapter 3_Number Play.indd 55 14-08-2024 14:43:33",4,Math,M401
C65,"Ganita Prakash | Grade 6 Did you figure out what these numbers represent? Hint: Could their heights be playing a role? A child says ‘1’ if there is only one taller child standing next to them. A child says ‘2’ if both the children standing next to them are taller. A child says ‘0’, if neither of the children standing next to them are taller. That is each person says the number of taller neighbours they have. Try answering the questions below and share your reasoning. 1. Can the children rearrange themselves so that the children Math Talk standing at the ends say ‘2’? 2. Can we arrange the children in a line so that all would say only 0s? 3. Can two children standing next to each other say the same number? 4. There are 5 children in a group, all of different heights. Can they stand such that four of them say ‘1’ and the last one says ‘0’? Why or why not? 5. For this group of 5 children, is the sequence 1, 1, 1, 1, 1 possible? 6. Is the sequence 0, 1, 2, 1, 0 possible? Why or why not? 7. How would you rearrange the five children so that the maximum number of children say ‘2’? 56 Reprint 2026-27 Chapter 3_Number Play.indd 56 14-08-2024 14:43:38",4,Math,M401
C66,"Number Play 3.2 Supercells Observe the numbers written in the table below. Why are some numbers coloured? Discuss. 43 79 75 63 10 29 28 34 200 577 626 345 790 694 109 198 A cell is coloured if the number in it is larger than its adjacent cells. The number 626 is coloured as it is larger than 577 and 345, whereas 200 is not coloured as it is smaller than 577. The number 198 is coloured as it has only one adjacent cell with 109 in it, and 198 is larger than 109. Figure it Out 1. Colour or mark the supercells in the table below. 6828 670 9435 3780 3708 7308 8000 5583 52 2. Fill the table below with only 4-digit numbers such that the supercells are exactly the coloured cells. 5346 1258 9635 3. Fill the table below such that we get as many supercells as possible. Use numbers between 100 and 1000 without repetitions. 4. Out of the 9 numbers, how many supercells are there in the table above? ___________ 5. Find out how many supercells are possible for different numbers of cells. Math Talk Do you notice any pattern? What is the method to fill a given table to get the maximum number of supercells? Explore and share your strategy. 57 Reprint 2026-27 Chapter 3_Number Play.indd 57 14-08-2024 14:43:38",4,Math,M401
C67,"Ganita Prakash | Grade 6 6. Can you fill a supercell table without repeating numbers such that there are no supercells? Why or why not? Try This 7. Will the cell having the largest number in a table always be a supercell? Can the cell having the smallest number in a table be a supercell? Why or why not? 8. Fill a table such that the cell having the second largest number is not a supercell. 9. Fill a table such that the cell having the second largest number is not a supercell but the second smallest number is a supercell. Is it possible? 10. Make other variations of this puzzle and challenge your classmates. Let’s do the supercells activity with more rows. Here the neighbouring cells are those that are immediately to the left, right, top and bottom. Table 1 The rule remains the same : a cell becomes a supercell if the 2430 7500 7350 9870 number in it is greater than all 3115 4795 9124 9230 the numbers in its neighbouring cells. In Table 1, 8632 is greater 4580 8632 8280 3446 than all its neighbours 4580, 8280, 4795 and 1944. 5785 1944 5805 6034 Complete Table 2 with 5-digit numbers whose digits are ‘1’, Table 2 ‘0’, ‘6’, ‘3’, and ‘9’ in some order. Only a coloured cell should 96,301 36,109 have a number greater than all 13,609 60,319 19,306 its neighbours. 60,193 The biggest number in the table is ____________ . 10,963 58 Reprint 2026-27 Chapter 3_Number Play.indd 58 14-08-2024 14:43:38",4,Math,M401
C68,"Number Play The smallest even number in the table is ____________. The smallest number greater than 50,000 in the table is ____________. Once you have filled the table above, put commas appropriately after the thousands digit. 3.3 Patterns of Numbers on the Number Line We are quite familiar with number lines now. Let’s see if we can place some numbers in their appropriate positions on the number line. Here are the numbers: 2180, 2754, 1500, 3600, 9950, 9590, 1050, 3050, 5030, 5300 and 8400. 2180 1000 2000 3000 4000 5000 6000 7000 8000 9000 10,000 2754 Figure it Out I dentify the numbers marked on the number lines below, and label the remaining positions. a. 2010 2020 b. 9996 9997 c. 15,077 15,078 15,083 d. 86,705 87,705 P ut a circle around the smallest number and a box around the largest number in each of the sequences above. 59 Reprint 2026-27 Chapter 3_Number Play.indd 59 14-08-2024 14:43:39",4,Math,M401
C69,"Ganita Prakash | Grade 6 3.4 Playing with Digits We start writing numbers from 1, 2, 3 … and so on. There are nine 1-digit numbers. Find out how many numbers have two digits, three digits, four digits, and five digits. 1-digit 2-digit 3-digit 4-digit 5-digit numbers numbers numbers numbers numbers From 1–9 9 Digit sums of numbers Komal observes that when she adds up digits of certain numbers the sum is the same. For example, adding the digits of the number 68 will be same as adding the digits of 176 or 545. Figure it Out 1. Digit sum 14 a. Write other numbers w. hose digits add up to 14. Math Talk b. What is the smallest number whose digit sum is 14? c. What is the largest 5-digit whose digit sum is 14? d. How big a number can you form having the digit sum of 14? Can you make an even bigger number? 2. F ind out the digit sums of all the numbers from 40 to 70. Share your observations with the class. 3. Calculate the digit sums of 3-digit numbers whose digits are consecutive (for example, 345). Do you see a pattern? Will this pattern continue? 60 Reprint 2026-27 Chapter 3_Number Play.indd 60 14-08-2024 14:43:39",4,Math,M401
C70,"Number Play Digit Detectives After writing numbers from 1 to 100, Dinesh wondered how many times he would have written the digit ‘7’! Among the numbers 1–100, how many times will the digit ‘7’ occur? Among the numbers 1–1000, how many times will the digit ‘7’ occur? 3.5 Pretty Palindromic Patterns What pattern do you see in these numbers: 66, 848, 575, 797, 1111? These numbers read the same from left to right and from right to left. Try and see. Such numbers are called palindromes or palindromic numbers. All palindromes using 1, 2, 3 The numbers 121, 313, 222 are some examples of palindromes using the digits ‘1’, ‘2’, 3’. Write all possible 3-digit palindromes using these digits. Reverse-and-add palindromes Now, look at these additions. Try to figure out what is happening. Steps to follow: Start with a 2-digit number. Add this number to its reverse. Stop if you get a palindrome or else repeat the steps of reversing the digits and adding. Try the same procedure for some other numbers, and perform the same steps. Stop if 61 Reprint 2026-27 Chapter 3_Number Play.indd 61 14-08-2024 14:43:40",4,Math,M401
C71,"Ganita Prakash | Grade 6 you get a palindrome. There are numbers for which you have to repeat this a large number of times. Are there numbers for which you do not reach a palindrome at all? Explore Will reversing and adding numbers repeatedly, starting with Math a 2-digit number, always give a palindrome? Explore and find Talk out.* Puzzle time tth th h t u Write the number in words: I am a 5-digit palindrome. I am an odd number. My ‘t’ digit is double of my ‘u’ digit. My ‘h’ digit is double of my ‘t’ digit. Who am I? _________________ 3.6 The Magic Number of Kaprekar D.R. Kaprekar was a mathematics teacher in a government school in Devlali, Maharashtra. He liked playing with numbers very much and found many beautiful patterns in numbers that were previously unknown. In 1949, he discovered a fascinating and magical phenomenon when playing with 4-digit numbers. *The answer is yes! For 3-digit numbers the answer is unknown. It is suspected that starting with 196 never yields a palindrome! 62 Reprint 2026-27 Chapter 3_Number Play.indd 62 14-08-2024 14:43:40",4,Math,M401
C72,"Number Play Follow these steps and experience the magic for yourselves! Pick any 4-digit number having at least two different digits, say 6382. Take a 4-digit number. Make the largest number from these digits. Call it A. Make the smallest number from these Use digits digits. Call it B. of C Subtract B from A. Call it C. C = A – B What happens if we continue doing this? A = 8632 A = 6642 A = 7641 A = B = 2368 B = 2466 B = 1467 B = C = 8632–2368 C = 6642–2466 C = 7641–1467 C = = 6264 = 4176 = 6174 Explore Take different 4-digit numbers and try carrying out these steps. Find out what happens. Check with your friends what they got. You will always reach the magic number ‘6174’! The number ‘6174’ is now called the ‘Kaprekar constant’. Carry out these same steps with a few 3-digit numbers. What number will start repeating? 63 Reprint 2026-27 Chapter 3_Number Play.indd 63 14-08-2024 14:43:40",4,Math,M401
C73,"Ganita Prakash | Grade 6 3.7 Clock and Calendar Numbers On the usual 12-hour clock, there are timings with different patterns. For example, 4:44, 10:10, 12:21. Try and find out all possible times on a 12-hour clock of each of these types. Manish has his birthday on 20/12/2012 where the digits ‘2’, ‘0’, ‘1’, and ‘2’ repeat in that order. Find some other dates of this form from the past. His sister, Meghana, has her birthday on 11/02/2011 where the digits read the same from left to right and from right to left. Find all possible dates of this form from the past. Jeevan was looking at this year’s calendar. He started wondering, “Why should we change the calendar every year? Can we not reuse a calendar?”. What do you think? You might have noticed that last year’s calendar was different from this year’s. Also, next year’s calendar will also be different from the previous years. But, will any year’s calendar repeat again after some Try years? Will all dates and days in a year match exactly with This that of another year? Figure it Out 1. Pratibha uses the digits ‘4’, ‘7’, ‘3’ and ‘2’, and makes the smallest and largest 4-digit numbers with them: 2347 and 7432. The difference between these two numbers is 7432 – 2347 = 5085. The sum of these two numbers is 9779. Choose 4 - digits to make: a. the difference between the largest and smallest numbers greater than 5085. 64 Reprint 2026-27 Chapter 3_Number Play.indd 64 14-08-2024 14:43:45",4,Math,M401
